SCHEDULE_NUMBER,CERTIFICATE_NUMBER,ISSUE_DATE,SUBTAX,REDEMPTION_DATE,TAX_YEAR,PRINCIPAL,INTEREST,PREMIUMBIDFEE,TREASURERDEEDFEE
469017,64467,11/20/02,N,12/30/02,2001,1048.41,17.47,0,0
469190,64468,11/20/02,N,10/28/04,2001,4263.77,852.75,0,0
469190,64468,08/26/03,Y,10/28/04,2002,4095.4,511.93,0,0
469190,64468,08/24/04,Y,10/28/04,2003,3632.07,90.8,0,0
469432,64469,11/20/02,N,04/25/03,2001,1036.92,51.85,0,0
469513,64470,11/20/02,N,02/28/03,2001,529.67,17.66,0,0
469521,64471,11/20/02,N,07/30/03,2001,656.33,49.22,0,0
469815,64472,11/20/02,N,07/16/03,2001,1226.98,92.02,0,0
471917,64473,11/20/02,N,11/22/02,2001,1401.77,11.68,0,0
471925,64474,11/20/02,N,11/22/02,2001,7069,58.91,230,0
473120,64475,11/20/02,N,01/31/03,2001,477.78,11.94,0,0
474266,64476,11/20/02,N,03/10/04,2001,1766.55,250.26,0,0
474266,64476,08/29/03,Y,03/10/04,2002,1693.02,112.87,0,0
477451,64477,11/20/02,N,02/06/03,2001,1259.84,41.99,0,0
477478,64478,11/20/02,N,06/30/04,2001,1286.55,214.43,0,0
477478,64478,08/28/03,Y,06/30/04,2002,1236.1,113.31,0,0
477796,64479,11/20/02,N,09/04/03,2001,1436.51,131.68,0,0
477796,64479,08/06/03,Y,09/04/03,2002,1381.17,23.02,0,0
477958,64480,11/20/02,N,11/25/02,2001,29.41,0.25,0,0
478024,64481,11/20/02,N,02/18/03,2001,1466.29,48.88,0,0
478377,64482,11/20/02,N,06/11/03,2001,1743.6,116.24,0,0
480207,64483,11/20/02,N,12/11/02,2001,1180.77,19.68,0,0
481564,64484,11/20/02,N,05/14/03,2001,820.27,47.85,0,0
482293,64485,11/20/02,N,06/28/07,2001,79.75,37.22,0,0
482293,64485,08/06/03,Y,06/28/07,2002,68.6,26.87,0,0
483826,64486,11/20/02,N,11/28/03,2001,1090.38,118.12,0,0
483826,64486,08/29/03,Y,11/28/03,2002,1046.32,34.88,0,0
485250,64487,11/20/02,N,02/25/10,2001,56.08,41.13,0,0
485250,64487,08/21/03,Y,02/25/10,2002,45.67,30.07,0,0
485250,64487,08/27/04,Y,02/25/10,2003,39.39,21.99,0,0
485250,64487,08/02/05,Y,02/25/10,2004,37.86,17.35,0,0
485250,64487,08/30/06,Y,02/25/10,2005,36.89,13.22,0,0
485250,64487,08/01/07,Y,02/25/10,2006,38.1,9.84,0,0
485250,64487,08/01/08,Y,02/25/10,2007,224.92,35.61,0,0
485250,64487,08/31/09,Y,02/25/10,2008,230.13,13.42,0,0
485799,64488,11/20/02,N,07/10/03,2001,4403.12,330.23,0,0
488178,64489,11/20/02,N,12/08/03,2001,164.16,19.15,0,0
488178,64489,08/28/03,Y,12/08/03,2002,150.1,6.25,0,0
489697,64490,11/20/02,N,12/31/02,2001,2608.82,43.48,0,0
490997,64491,11/20/02,N,12/10/02,2001,1306.87,21.78,0,0
491098,64492,11/20/02,N,01/20/05,2001,2775.24,624.43,0,0
491098,64492,08/28/03,Y,01/20/05,2002,2673.09,400.96,0,0
491098,64492,08/26/04,Y,01/20/05,2003,2604.46,130.22,0,0
491772,64493,11/20/02,N,10/09/03,2001,5727.78,572.78,250,0
491772,64493,08/01/03,Y,10/09/03,2002,5526.02,138.15,0,0
491799,64494,11/20/02,N,10/09/03,2001,1156.95,115.7,0,0
491799,64494,08/28/03,Y,10/09/03,2002,1109.4,27.74,0,0
493074,64495,11/20/02,N,02/20/03,2001,2575.33,85.84,0,0
496294,64496,11/20/02,N,11/25/02,2001,2396.5,19.97,0,0
497126,64497,11/20/02,N,07/30/03,2001,1134.94,85.12,0,0
497584,64499,11/20/02,N,01/30/03,2001,586.76,14.67,0,0
497843,64500,11/20/02,N,04/30/03,2001,1121.57,56.08,0,0
498521,64501,11/20/02,N,09/04/03,2001,29.35,2.69,0,0
498521,64501,08/28/03,Y,09/04/03,2002,15.45,0.26,0,0
499749,64503,11/20/02,N,09/30/03,2001,525.6,48.18,0,0
499749,64503,08/29/03,Y,09/30/03,2002,496.99,8.28,0,0
501115,64504,11/20/02,N,05/01/03,2001,1130.81,65.96,0,0
501638,64505,11/20/02,N,07/17/03,2001,611.87,45.89,0,0
501654,64506,11/20/02,N,03/31/06,2001,469.17,160.3,0,0
501662,64507,11/20/02,N,04/20/04,2001,936.31,140.45,0,0
501662,64507,08/19/03,Y,04/20/04,2002,892.98,66.97,0,0
502677,64508,11/20/02,N,08/06/04,2001,360.77,66.14,0,0
502677,64508,08/28/03,Y,08/06/04,2002,338.85,36.71,0,0
502901,64509,11/20/02,N,,2001,360.77,,0,0
502901,64509,08/28/03,Y,,2002,338.85,,0,0
502901,64509,08/26/04,Y,,2003,900.85,,0,0
502901,64509,08/26/05,Y,,2004,853.07,,0,0
503347,64510,11/20/02,N,07/30/03,2001,586.03,43.95,0,0
504556,64511,11/20/02,N,10/10/05,2001,875.95,262.79,0,0
504556,64511,09/19/03,Y,10/10/05,2002,843.36,182.73,0,0
504556,64511,08/18/04,Y,10/10/05,2003,980.01,122.5,0,0
504556,64511,08/23/05,Y,10/10/05,2004,925.43,23.14,0,350
510017,64513,11/20/02,N,06/20/03,2001,82.24,5.48,0,0
515485,64514,11/20/02,N,12/31/02,2001,1894.81,31.58,0,0
515493,64515,11/20/02,N,12/31/02,2001,555.69,9.26,0,0
515680,64516,11/20/02,N,02/26/03,2001,565.6,18.85,0,0
516961,64517,11/20/02,N,03/05/03,2001,1004.02,41.83,0,0
525081,64518,11/20/02,N,09/30/03,2001,1096.9,100.55,0,0
525081,64518,08/11/03,Y,09/30/03,2002,1052.92,17.55,0,0
533084,64519,11/20/02,N,05/21/03,2001,300,17.5,0,0
539961,64520,11/20/02,N,06/30/03,2001,2062.02,137.47,0,0
542725,64521,11/20/02,N,09/29/04,2001,1155.13,221.4,0,0
542725,64521,08/20/03,Y,09/29/04,2002,1103.32,128.72,0,0
542725,64521,08/05/04,Y,09/29/04,2003,1354.74,22.58,0,0
543535,64522,11/20/02,N,12/10/02,2001,65895.98,1098.27,1000,0
544612,64523,11/20/02,N,05/27/03,2001,744.45,43.43,0,0
548588,64524,11/20/02,N,01/31/03,2001,982.39,24.56,0,0
548723,64525,11/20/02,N,02/12/03,2001,982.39,32.75,0,0
551180,64526,11/20/02,N,04/09/03,2001,1395.36,69.77,0,0
554014,64527,11/20/02,N,02/21/03,2001,80.93,2.7,0,0
555371,64528,11/20/02,N,12/26/02,2001,26.33,0.44,0,0
555975,64529,11/20/02,N,05/21/03,2001,1121.33,65.41,0,0
561991,64530,11/20/02,N,02/27/03,2001,1349.96,45,0,0
563218,64531,11/20/02,N,08/29/03,2001,1914.87,159.57,0,0
578193,64532,11/20/02,N,02/26/03,2001,1495.86,49.86,0,0
578258,64533,11/20/02,N,02/28/03,2001,1687.74,56.26,0,0
583626,64534,11/20/02,N,07/26/05,2001,1258.56,346.1,0,0
583626,64534,08/28/03,Y,07/26/05,2002,1195.05,239.01,0,0
583626,64534,08/30/04,Y,07/26/05,2003,1081.22,108.12,0,0
584258,64535,11/20/02,N,08/22/03,2001,798.47,66.54,0,0
591904,64536,11/20/02,N,09/04/03,2001,2028.4,185.94,0,0
592358,64537,11/20/02,N,12/31/02,2001,1121.65,18.69,0,0
596477,64539,11/20/02,N,02/12/03,2001,13076.11,435.87,420,0
600288,64540,11/20/02,N,07/28/03,2001,943.65,70.77,0,0
602175,64541,11/20/02,N,06/27/05,2001,28.2,7.52,0,0
602175,64541,08/08/03,Y,06/27/05,2002,18.8,3.6,0,0
602175,64541,08/11/04,Y,06/27/05,2003,18.89,1.73,0,0
602906,64542,11/20/02,N,11/14/03,2001,1463.56,158.55,0,0
602906,64542,10/27/03,Y,11/14/03,2002,1450.36,24.17,0,0
606413,64544,11/20/02,N,04/17/03,2001,591.38,29.57,0,0
607568,64545,11/20/02,N,09/18/03,2001,26.53,2.43,0,0
607568,64545,08/15/03,Y,09/18/03,2002,17.05,0.28,0,0
621927,64546,11/20/02,N,11/26/02,2001,1163,9.69,0,0
622869,64547,11/20/02,N,03/10/03,2001,26.71,1.11,0,0
624829,64548,11/20/02,N,02/13/03,2001,5091.79,409.69,320,0
627321,64549,11/20/02,N,02/26/03,2001,1435.69,47.86,0,0
629952,64550,11/20/02,N,11/27/02,2001,31.98,0.27,0,0
630004,64551,11/20/02,N,11/27/02,2001,31.98,0.27,0,0
633402,64552,11/20/02,N,03/12/03,2001,474.01,19.75,0,0
637173,64553,11/20/02,N,04/15/03,2001,842.14,42.11,0,0
637670,64554,11/20/02,N,08/19/03,2001,377.38,31.45,0,0
641294,64555,11/20/02,N,02/13/03,2001,1644.79,54.83,0,0
642347,64556,11/20/02,N,02/28/03,2001,1803.54,60.12,0,0
651591,64557,11/20/02,N,12/17/03,2001,1911.9,223.06,0,0
651591,64557,08/29/03,Y,12/17/03,2002,1848.84,77.04,0,0
652806,64558,11/20/02,N,03/25/03,2001,1808.23,75.34,0,0
653748,64559,11/20/02,N,12/27/02,2001,459.91,7.67,0,0
653756,64560,11/20/02,N,12/12/02,2001,459.91,7.67,0,0
654914,64561,11/20/02,N,01/16/03,2001,635.4,15.89,0,0
654973,64562,11/20/02,N,11/25/02,2001,507.91,4.23,0,0
655139,64563,11/20/02,N,02/14/03,2001,800.44,26.68,0,0
662224,64564,11/20/02,N,02/28/03,2001,2130.31,71.01,0,0
663077,64565,11/20/02,N,11/27/02,2001,845.18,7.04,0,0
663379,64566,11/20/02,N,01/11/06,2001,937.51,304.69,0,0
663379,64566,08/26/03,Y,01/11/06,2002,902.6,225.65,0,0
663379,64566,08/18/04,Y,01/11/06,2003,1947.58,292.14,0,0
663379,64566,08/15/05,Y,01/11/06,2004,1948.31,97.42,0,350
666866,64567,11/20/02,N,12/19/03,2001,2014.91,235.07,0,0
666866,64567,08/26/03,Y,12/19/03,2002,1948.93,81.21,0,0
669903,64568,11/20/02,N,08/27/04,2001,730.38,133.9,0,0
669903,64568,08/26/03,Y,08/27/04,2002,700.98,75.94,0,0
669903,64568,08/11/04,Y,08/27/04,2003,707.05,5.89,0,0
669911,64569,11/20/02,N,08/27/04,2001,864.34,158.46,0,0
669911,64569,08/26/03,Y,08/27/04,2002,831.12,90.04,0,0
669911,64569,08/06/04,Y,08/27/04,2003,838.34,6.99,0,0
672246,64570,11/20/02,N,02/21/03,2001,931.86,31.06,0,0
672793,64571,11/20/02,N,04/28/03,2001,15088.34,754.42,480,0
678554,64572,11/20/02,N,11/26/02,2001,602.47,5.02,0,0
679666,64573,11/20/02,N,12/12/02,2001,904.57,15.08,0,0
681962,64574,11/20/02,N,12/30/02,2001,2366.38,39.44,0,0
687073,64576,11/20/02,N,03/28/03,2001,1367.31,56.97,0,0
688410,64577,11/20/02,N,05/07/03,2001,1068.08,62.3,0,0
690384,64578,11/20/02,N,01/17/03,2001,842.46,21.06,0,0
693073,64581,11/20/02,N,05/23/03,2001,744.88,43.45,0,0
693081,64582,11/20/02,N,04/30/04,2001,744.88,111.73,0,0
694991,64583,11/20/02,N,01/31/03,2001,758.25,18.96,0,0
697532,64584,11/20/02,N,01/03/03,2001,67.5,1.69,0,0
697559,64585,11/20/02,N,01/03/03,2001,1641.08,41.03,0,0
697575,64586,11/20/02,N,01/03/03,2001,21.2,0.53,0,0
698296,64587,11/20/02,N,12/10/02,2001,6957.37,115.96,250,0
699047,64588,11/20/02,N,05/26/04,2001,491.01,77.74,0,0
699047,64588,08/13/03,Y,05/26/04,2002,466.6,38.88,0,0
699276,64589,11/20/02,N,07/30/04,2001,974.15,170.48,0,0
699276,64589,08/06/03,Y,07/30/04,2002,937.81,93.78,0,0
699985,64590,11/20/02,N,02/28/03,2001,498.87,16.63,0,0
700100,64591,11/20/02,N,03/13/03,2001,254.16,10.59,0,0
700576,64592,11/20/02,N,09/09/04,2001,254.16,48.71,0,0
700576,64592,08/01/03,Y,09/09/04,2002,475.86,55.52,0,0
700576,64592,08/10/04,Y,09/09/04,2003,284.74,4.75,0,0
700827,64593,11/20/02,N,05/30/03,2001,1242.79,72.5,0,0
700843,64594,11/20/02,N,07/31/03,2001,498.87,37.42,0,0
703150,64595,11/20/02,N,03/31/03,2001,226.87,9.45,0,0
703184,64596,11/20/02,N,09/30/03,2001,443.77,40.68,0,0
703184,64596,08/05/03,Y,09/30/03,2002,422.53,7.04,0,0
703664,64597,11/20/02,N,11/27/02,2001,443.77,3.7,0,0
705985,64598,11/20/02,N,08/20/03,2001,1111.37,92.61,0,0
707660,64599,11/20/02,N,12/27/02,2001,647.35,10.79,0,0
710776,64600,11/20/02,N,10/15/03,2001,81.68,8.17,0,0
710776,64600,09/02/03,Y,10/15/03,2002,70.41,1.17,0,0
715026,64601,11/20/02,N,12/30/03,2001,1509.33,176.09,0,0
715026,64601,08/28/03,Y,12/30/03,2002,1457.73,60.74,0,0
717495,64602,11/20/02,N,03/27/03,2001,29.79,1.24,0,0
718815,64603,11/20/02,N,10/27/03,2001,1053.4,105.34,0,0
718815,64603,08/26/03,Y,10/27/03,2002,1014.81,25.37,0,0
719684,64604,11/20/02,N,01/30/03,2001,565.08,14.13,0,0
721352,64605,11/20/02,N,02/07/03,2001,1147.88,38.26,0,0
726214,64606,11/20/02,N,07/31/03,2001,1331.88,99.89,0,0
727245,64607,11/20/02,N,02/27/03,2001,629.78,20.99,0,0
728861,64608,11/20/02,N,12/12/03,2001,1104.91,128.91,0,0
728861,64608,08/21/03,Y,12/12/03,2002,1064.84,44.37,0,0
729124,64609,11/20/02,N,12/30/02,2001,1928.7,32.15,0,0
729647,64610,11/20/02,N,03/05/03,2001,1270.34,52.93,0,0
734250,64611,11/20/02,N,01/08/03,2001,449.24,11.23,0,0
734756,64612,11/20/02,N,11/27/02,2001,4038.62,33.66,0,0
736171,64613,11/20/02,N,11/22/02,2001,1298.17,10.82,0,0
739090,64614,11/20/02,N,09/16/03,2001,345.69,31.69,0,0
739090,64614,08/26/03,Y,09/16/03,2002,327.21,5.45,0,0
739294,64615,11/20/02,N,09/22/03,2001,843.22,77.3,0,0
739294,64615,08/13/03,Y,09/22/03,2002,810.54,13.51,0,0
749109,64616,11/20/02,N,12/27/02,2001,2737.86,45.63,0,0
751731,64617,11/20/02,N,12/12/02,2001,708.89,11.81,0,0
751804,64619,11/20/02,N,11/10/04,2001,391.52,81.57,0,0
751804,64619,08/01/03,Y,11/10/04,2002,371.62,49.55,0,0
751804,64619,08/03/04,Y,11/10/04,2003,204.16,6.81,0,0
752703,64620,11/20/02,N,09/25/03,2001,2403.18,220.29,0,0
752703,64620,09/12/03,Y,09/25/03,2002,2348.44,19.57,0,0
752851,64621,11/20/02,N,04/25/03,2001,703.28,35.16,0,0
755788,64622,11/20/02,N,01/24/06,2001,2369.17,769.98,0,0
755788,64622,08/18/03,Y,01/24/06,2002,2271.86,567.97,0,0
757837,64623,11/20/02,N,02/11/05,2001,1224.27,285.66,0,0
757837,64623,08/13/03,Y,02/11/05,2002,1170.17,185.28,0,0
757837,64623,08/31/04,Y,02/11/05,2003,1056.42,61.62,0,0
757977,64624,11/20/02,N,10/28/04,2001,1760.82,352.16,0,0
757977,64624,08/11/03,Y,10/28/04,2002,1686.71,210.84,0,0
757977,64624,08/10/04,Y,10/28/04,2003,1693.77,42.34,0,0
766259,64625,11/20/02,N,02/28/03,2001,686.67,22.89,0,0
767140,64626,11/20/02,N,01/06/03,2001,594.92,14.87,0,0
767298,64627,11/20/02,N,02/28/03,2001,836.46,27.88,0,0
767590,64628,11/20/02,N,12/10/02,2001,1283.79,21.4,0,0
771716,64629,11/20/02,N,04/22/03,2001,675.08,33.75,0,0
774626,64630,11/20/02,N,03/26/04,2001,2019.65,286.12,0,0
774626,64630,08/01/03,Y,03/26/04,2002,1943.01,129.53,0,0
776289,64631,11/20/02,N,02/28/05,2001,267.41,62.4,0,0
776386,64632,11/20/02,N,12/13/02,2001,1034.16,17.24,0,0
776513,64633,11/20/02,N,12/02/02,2001,1057.08,17.62,0,0
778184,64634,11/20/02,N,01/31/03,2001,1115.2,27.88,0,0
779342,64635,11/20/02,N,08/11/03,2001,734.87,61.24,0,0
786004,64636,11/20/02,N,10/28/03,2001,1264.96,126.5,0,0
786004,64636,08/06/03,Y,10/28/03,2002,1209.66,30.24,0,0
788945,64637,11/20/02,N,03/12/04,2001,27.89,3.95,0,0
788945,64637,08/29/03,Y,03/12/04,2002,18.49,1.23,0,0
789232,64638,11/20/02,N,05/29/03,2001,637.78,37.2,0,0
791423,64639,11/20/02,N,04/18/03,2001,1223.53,61.18,0,0
791431,64640,11/20/02,N,02/19/03,2001,427.27,14.24,0,0
1001027,64641,11/20/02,N,12/02/02,2001,28.02,0.47,0,0
1002791,64642,11/20/02,N,04/22/03,2001,1249.26,62.46,0,0
1009915,64643,11/20/02,N,12/31/02,2001,11864.26,197.74,390,0
1014374,64644,11/20/02,N,10/21/05,2001,1308.53,392.56,0,0
1014374,64644,08/26/03,Y,10/21/05,2002,1262.66,284.1,0,0
1014374,64644,08/10/04,Y,10/21/05,2003,1335.16,166.9,0,0
1014374,64644,08/22/05,Y,10/21/05,2004,1336.58,33.41,0,350
1016792,64645,11/20/02,N,01/06/03,2001,586.03,14.65,0,0
1017586,64646,11/20/02,N,05/30/03,2001,1416.87,82.65,0,0
1018906,64647,11/20/02,N,02/28/03,2001,564.24,18.81,0,0
1019490,64648,11/20/02,N,08/26/03,2001,654.98,54.58,0,0
1019490,64648,08/06/03,Y,08/26/03,2002,1251.18,10.43,0,0
1021249,64649,11/20/02,N,03/27/03,2001,1630.14,67.92,0,0
1021664,64650,11/20/02,N,11/27/02,2001,353.03,2.94,0,0
1021699,64651,11/20/02,N,11/27/02,2001,1000.07,8.33,0,0
1021702,64652,11/20/02,N,11/27/02,2001,31.98,0.27,0,0
1029452,64653,11/20/02,N,03/07/03,2001,1172.17,48.84,0,0
1037838,64654,11/20/02,N,12/31/02,2001,493.1,8.22,0,0
1039415,64655,11/20/02,N,11/14/05,2001,1115.52,343.95,0,0
1039415,64655,08/01/03,Y,11/14/05,2002,1080.69,252.16,0,0
1039415,64655,08/04/04,Y,11/14/05,2003,1086.03,144.8,0,0
1039415,64655,08/01/05,Y,11/14/05,2004,1064.94,35.5,0,350
1040120,64656,11/20/02,N,09/30/03,2001,1774.6,162.67,0,0
1040120,64656,08/01/03,Y,09/30/03,2002,1715.46,28.59,0,0
1041789,64657,11/20/02,N,11/22/02,2001,56.04,0.47,0,0
1041932,64658,11/20/02,N,05/29/03,2001,20.26,1.18,0,0
1041967,64659,11/20/02,N,05/29/03,2001,20.26,1.18,0,0
1042009,64660,11/20/02,N,05/29/03,2001,20.26,1.18,0,0
1042017,64661,11/20/02,N,05/29/03,2001,20.26,1.18,0,0
1042025,64662,11/20/02,N,05/29/03,2001,20.26,1.18,0,0
1042670,64663,11/20/02,N,01/03/03,2001,29.56,0.74,0,0
1042742,64664,11/20/02,N,05/29/03,2001,20.26,1.18,0,0
1042769,64665,11/20/02,N,05/29/03,2001,20.26,1.18,0,0
1044800,64666,11/20/02,N,07/30/03,2001,1463.24,109.74,0,0
1046055,64667,11/20/02,N,12/07/04,2001,618.87,134.09,0,0
1046055,64667,08/28/03,Y,12/07/04,2002,1191.38,168.78,0,0
1046055,64667,08/31/04,Y,12/07/04,2003,1192.65,49.69,0,0
1046268,64668,11/20/02,N,06/05/03,2001,1592.73,106.18,0,0
1050966,64669,11/20/02,N,06/30/03,2001,3202.11,213.47,0,0
1055224,64670,11/20/02,N,02/19/04,2001,1326.29,176.84,0,0
1055224,64670,08/01/03,Y,02/19/04,2002,1279.92,74.66,0,0
1056760,64671,11/20/02,N,04/10/03,2001,581.18,29.06,0,0
1058126,64672,11/20/02,N,02/01/05,2001,361.23,84.29,0,0
1058126,64672,08/06/03,Y,02/01/05,2002,342.33,54.2,0,0
1058126,64672,08/03/04,Y,02/01/05,2003,466.84,27.23,0,0
1058134,64673,11/20/02,N,05/20/03,2001,361.23,21.07,0,0
1058193,64674,11/20/02,N,02/14/06,2001,361.23,120.41,0,0
1058193,64674,11/03/03,Y,02/14/06,2002,358.82,83.72,0,0
1058266,64675,11/20/02,N,12/02/02,2001,361.23,6.02,0,0
1058312,64676,11/20/02,N,08/12/03,2001,361.23,30.1,0,0
1058347,64677,11/20/02,N,08/12/03,2001,361.23,30.1,0,0
1058916,64678,11/20/02,N,06/04/03,2001,361.23,24.08,0,0
1059726,64679,11/20/02,N,07/30/04,2001,1182.83,207,0,0
1059726,64679,08/01/03,Y,07/30/04,2002,1135.75,113.58,0,0
1060082,64680,11/20/02,N,11/22/02,2001,1850.45,15.42,0,0
1073966,64681,11/20/02,N,02/19/03,2001,643.85,21.46,0,0
1075314,64682,11/20/02,N,12/31/03,2001,30.84,3.6,0,0
1084143,64684,11/20/02,N,12/23/02,2001,624.69,10.41,0,0
1084577,64685,11/20/02,N,07/31/03,2001,1603.67,120.28,0,0
1084909,64686,11/20/02,N,08/14/03,2001,350.81,29.23,0,0
1085069,64687,11/20/02,N,03/31/03,2001,350.81,14.62,0,0
1085085,64688,11/20/02,N,06/30/03,2001,350.81,23.39,0,0
1085689,64690,11/20/02,N,10/15/03,2001,350.81,35.08,0,0
1085689,64690,08/01/03,Y,10/15/03,2002,332.09,8.3,0,0
1085751,64691,11/20/02,N,10/15/03,2001,350.81,35.08,0,0
1085751,64691,08/21/03,Y,10/15/03,2002,332.09,8.3,0,0
1089820,64692,11/20/02,N,01/29/03,2001,521.17,13.03,0,0
1092774,64693,11/20/02,N,12/20/02,2001,637.17,10.62,0,0
1097784,64694,11/20/02,N,03/30/06,2001,2535.98,866.46,0,0
1097784,64694,08/25/03,Y,03/30/06,2002,2430.36,648.1,0,0
1097784,64694,08/18/04,Y,03/30/06,2003,2368.96,394.83,0,0
1097784,64694,10/18/05,Y,03/30/06,2004,2339.12,116.96,0,350
1097822,64695,11/20/02,N,03/30/06,2001,3197.08,1092.34,0,0
1097822,64695,08/25/03,Y,03/30/06,2002,3068.66,818.31,0,0
1097822,64695,08/18/04,Y,03/30/06,2003,2997.46,499.58,0,0
1097822,64695,10/18/05,Y,03/30/06,2004,2911.92,145.6,0,350
1097865,64696,11/20/02,N,12/13/02,2001,1929.57,32.16,0,0
1102753,64697,11/20/02,N,03/25/03,2001,1327.67,55.32,0,0
1106066,64698,11/20/02,N,04/21/03,2001,805.08,40.25,0,0
1106856,64700,11/20/02,N,11/21/05,2001,678.08,209.07,0,0
1106856,64700,08/01/03,Y,11/21/05,2002,650.16,151.7,0,0
1106856,64700,08/04/04,Y,11/21/05,2003,746.53,99.54,0,0
1106856,64700,08/01/05,Y,11/21/05,2004,747.32,24.91,0,350
1109065,64701,11/20/02,N,02/28/03,2001,1206.72,40.22,0,0
1118790,64702,11/20/02,N,04/29/04,2001,277.87,41.68,0,0
1118790,64702,09/02/03,Y,04/29/04,2002,261.34,17.42,0,0
1126946,64703,11/20/02,N,11/22/02,2001,-394.57,3.82,0,0
1131001,64704,11/20/02,N,08/10/10,2001,769.68,602.92,0,0
1131010,64705,11/20/02,N,08/10/10,2001,769.68,602.92,0,0
1131010,64705,08/28/03,Y,08/10/10,2002,738.82,523.33,0,0
1131010,64705,08/25/04,Y,08/10/10,2003,745.9,453.76,0,0
1131010,64705,08/17/05,Y,08/10/10,2004,747.02,379.74,0,0
1131010,64705,08/25/06,Y,08/10/10,2005,729.67,297.95,0,0
1131010,64705,08/28/07,Y,08/10/10,2006,757.33,233.51,0,0
1131010,64705,08/27/08,Y,08/10/10,2007,732.79,152.66,0,0
1131010,64705,08/28/09,Y,08/10/10,2008,732.93,79.4,0,0
1131036,64706,11/20/02,N,04/22/11,2001,769.68,654.23,0,0
1131036,64706,08/28/03,Y,04/22/11,2002,738.82,572.59,0,0
1131036,64706,08/25/04,Y,04/22/11,2003,745.9,503.48,0,0
1131036,64706,08/17/05,Y,04/22/11,2004,747.02,429.54,0,0
1131036,64706,08/25/06,Y,04/22/11,2005,729.67,346.59,0,0
1131036,64706,08/28/07,Y,04/22/11,2006,757.33,284,0,0
1131036,64706,08/27/08,Y,04/22/11,2007,732.79,201.52,0,0
1131036,64706,08/28/09,Y,04/22/11,2008,732.93,128.26,0,0
1131036,64706,08/30/10,Y,04/22/11,2009,1485.43,111.41,0,0
1132849,64707,11/20/02,N,02/12/03,2001,1638.24,54.61,0,0
1138685,64708,11/20/02,N,06/11/03,2001,25.5,1.7,0,0
1138693,64709,11/20/02,N,06/11/03,2001,25.5,1.7,0,0
1138812,64710,11/20/02,N,06/20/03,2001,97.8,6.52,0,0
1141627,64711,11/20/02,N,08/19/10,2001,26.6,20.84,0,0
1141627,64711,09/18/03,Y,08/19/10,2002,17.41,12.19,0,0
1141627,64711,08/02/04,Y,08/19/10,2003,17.39,10.58,0,0
1141627,64711,08/08/05,Y,08/19/10,2004,17.39,8.84,0,0
1141627,64711,08/15/06,Y,08/19/10,2005,17.23,7.04,0,0
1141961,64712,11/20/02,N,05/29/03,2001,286.39,16.71,0,0
1142232,64713,11/20/02,N,03/31/03,2001,28.2,1.18,0,0
1142402,64714,11/20/02,N,05/07/04,2001,27.81,4.4,0,0
1142402,64714,08/26/03,Y,05/07/04,2002,13.53,1.13,0,0
1142429,64715,11/20/02,N,,2001,34.73,,0,0
1142429,64715,08/01/03,Y,,2002,18.3,,0,0
1142429,64715,08/11/04,Y,,2003,18,,0,0
1142429,64715,08/04/05,Y,,2004,17.26,,0,0
1142429,64715,08/30/06,Y,,2005,16.86,,0,0
1142429,64715,08/07/07,Y,,2006,17.38,,0,0
1142429,64715,08/27/08,Y,,2007,19.32,,0,0
1142429,64715,08/31/09,Y,,2008,19.25,,0,0
1142429,64715,08/26/10,Y,,2009,17.86,,0,0
1142429,64715,10/24/11,Y,,2010,28.18,,0,0
1142429,64715,08/06/12,Y,,2011,16.46,,0,0
1142429,64715,10/30/13,Y,,2012,26.94,,0,0
1143263,64716,11/20/02,N,11/21/05,2001,57.94,17.86,0,0
1143263,64716,08/28/03,Y,11/21/05,2002,47.72,11.13,0,0
1143654,64717,11/20/02,N,11/21/05,2001,27.28,8.41,0,0
1143654,64717,08/01/03,Y,11/21/05,2002,17.9,4.18,0,0
1143654,64717,08/04/04,Y,11/21/05,2003,18.04,2.41,0,0
1143654,64717,08/01/05,Y,11/21/05,2004,18.07,0.6,0,0
1143689,64719,11/20/02,N,,2001,28.16,,0,0
1143689,64719,10/21/03,Y,,2002,29.02,,0,0
1143689,64719,08/16/04,Y,,2003,18.93,,0,0
1143689,64719,08/24/05,Y,,2004,18.93,,0,0
1143689,64719,08/07/06,Y,,2005,18.63,,0,0
1143689,64719,09/17/07,Y,,2006,19.26,,0,0
1143778,64723,11/20/02,N,11/25/02,2001,21.12,0.18,0,0
1144049,64724,11/20/02,N,07/29/03,2001,2426.11,181.96,0,0
1144073,64725,11/20/02,N,04/07/03,2001,21.25,1.06,0,0
1145088,64726,11/20/02,N,12/30/02,2001,49.94,0.83,0,0
1145169,64727,11/20/02,N,09/10/03,2001,25.12,2.3,0,0
1145169,64727,08/20/03,Y,09/10/03,2002,15.78,0.26,0,0
1147439,64728,11/20/02,N,02/20/04,2001,859.12,114.55,0,0
1147439,64728,08/26/03,Y,02/20/04,2002,825.15,48.13,0,0
1148222,64729,11/20/02,N,,2001,27.08,,0,0
1148222,64729,08/26/03,Y,,2002,17.7,,0,0
1148222,64729,08/05/04,Y,,2003,17.83,,0,0
1148222,64729,08/11/05,Y,,2004,17.84,,0,0
1148222,64729,08/03/06,Y,,2005,17.55,,0,0
1148222,64729,08/14/07,Y,,2006,18.04,,0,0
