SCHEDULE_NUMBER,CERTIFICATE_NUMBER,ISSUE_DATE,SUBTAX,REDEMPTION_DATE,TAX_YEAR,PRINCIPAL,INTEREST,PREMIUMBIDFEE,TREASURERDEEDFEE
1049950,72968,08/27/10,Y,12/30/10,2009,257.77,16.11,0,0
1049941,72969,11/14/07,N,12/30/10,2006,87.95,41.78,0,0
1049941,72969,08/12/08,Y,12/30/10,2007,256.79,93.09,0,0
1049941,72969,08/04/09,Y,12/30/10,2008,255.21,54.23,0,0
1049941,72969,08/27/10,Y,12/30/10,2009,257.77,16.11,0,0
1049933,72970,11/14/07,N,12/30/10,2006,87.95,41.78,0,0
1049933,72970,08/12/08,Y,12/30/10,2007,256.79,93.09,0,0
1049933,72970,08/04/09,Y,12/30/10,2008,255.21,54.23,0,0
1049933,72970,08/27/10,Y,12/30/10,2009,257.77,16.11,0,0
1049925,72971,11/14/07,N,12/30/10,2006,87.95,41.78,0,0
1049925,72971,08/12/08,Y,12/30/10,2007,256.79,93.09,0,0
1049925,72971,08/04/09,Y,12/30/10,2008,255.21,54.23,0,0
1049925,72971,08/27/10,Y,12/30/10,2009,257.77,16.11,0,0
1049917,72972,11/14/07,N,12/30/10,2006,87.95,41.78,0,0
1049917,72972,08/12/08,Y,12/30/10,2007,256.79,93.09,0,0
1049917,72972,08/04/09,Y,12/30/10,2008,255.21,54.23,0,0
1049917,72972,08/27/10,Y,12/30/10,2009,257.77,16.11,0,0
1049909,72973,11/14/07,N,12/30/10,2006,87.95,41.78,0,0
1049909,72973,08/12/08,Y,12/30/10,2007,256.79,93.09,0,0
1049909,72973,08/04/09,Y,12/30/10,2008,255.21,54.23,0,0
1049909,72973,08/27/10,Y,12/30/10,2009,257.77,16.11,0,0
1049895,72974,11/14/07,N,12/30/10,2006,87.95,41.78,0,0
1049895,72974,08/12/08,Y,12/30/10,2007,256.79,93.09,0,0
1049895,72974,08/04/09,Y,12/30/10,2008,255.21,54.23,0,0
1049895,72974,08/27/10,Y,12/30/10,2009,257.77,16.11,0,0
1050095,72975,11/14/07,N,12/30/10,2006,87.95,41.78,0,0
1050095,72975,08/13/08,Y,12/30/10,2007,256.79,93.09,0,0
1050095,72975,08/13/09,Y,12/30/10,2008,255.21,54.23,0,0
1050095,72975,08/17/10,Y,12/30/10,2009,257.77,16.11,0,350
